DWZZJGDM,SJDWMC,DWXZMC,DWHYMC,GZZWLBMC,DWSZDDM
557905747,杭州承联通信技术有限公司,其他企业（含民营企业等）,科学研究和技术服务业,其他专业技术人员,浙江省杭州市滨江区
306684572,北京市威富安防科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,公务员,北京市海淀区
91510100740348619M,迈普通信技术股份有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,四川省成都市武侯区
716507405,景德镇瓷都房地产评估有限公司,其他企业（含民营企业等）,制造业,工程技术人员,江西省景德镇市
91511529731602670K,四川省泰金建筑工程有限责任公司,其他企业（含民营企业等）,建筑业,工程技术人员,四川省屏山县
761134994,中国民用航空新疆空中交通管理局,其他事业单位,交通运输、仓储和邮政业,其他专业技术人员,新疆乌鲁木齐市新市区
91350206MA2Y7CCW08,厦门众志成人力资源服务有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,福建省厦门市
911100006000209886,北京亚博高腾科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,北京市朝阳区
792582140,旗瀚科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,广东省深圳市南山区
MA1MAK999,苏州七星天专利运营管理有限责任公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,商业和服务业人员,江苏省苏州市虎丘区
671116450,博康智能网络科技股份有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,上海市徐汇区
126335439,广发证券股份有限公司,其他企业（含民营企业等）,金融业,工程技术人员,广东省广州市天河区
098181945,河南中兴网信科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,河南省洛阳市洛龙区
10226244X,中铁通信信号勘测设计(北京)有限公司,国有企业,批发和零售业,工程技术人员,北京市丰台区
91310000792783700P,上海爱数信息技术股份有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他专业技术人员,上海市闵行区
914401017973591671,深圳联友科技有限公司广州分公司,国有企业,信息传输、软件和信息技术服务业,其他专业技术人员,440114
9132011509392763XA,南京软通动力信息技术服务有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,江苏省南京市江宁区
914403007827865531,捷开通讯（深圳）有限公司,外商投资企业,信息传输、软件和信息技术服务业,其他专业技术人员,440305
91110115680481652W,北京巨成建筑加固工程有限公司,其他企业（含民营企业等）,建筑业,其他人员,北京市通州区
91310116MA1J8LFM2E,晓视自动化科技（上海）有限公司,其他企业（含民营企业等）,制造业,工程技术人员,上海市徐汇区
76043256X,中国电信股份有限公司保山分公司,国有企业,信息传输、软件和信息技术服务业,工程技术人员,云南省保山市隆阳区
717804671,四川航天电子设备研究所,国有企业,科学研究和技术服务业,科学研究人员,四川省成都市龙泉驿区
440301102870631,深圳市康拓普信息技术有限公司,其他企业（含民营企业等）,科学研究和技术服务业,科学研究人员,广东省深圳市福田区
92858383X,中国工商银行股份有限公司新疆维吾尔自治区分行,国有企业,金融业,金融业务人员,新疆乌鲁木齐市
91440300MA5DEEBE76,深圳豪客互联网有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,北京市海淀区
91110302787751261T,北京起步科技股份有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,北京市朝阳区
MA1G59BK9,上海学而思教育培训有限公司,其他企业（含民营企业等）,教育,教学人员,上海市徐汇区
75214690X,陕西亚成微电子股份有限公司,其他企业（含民营企业等）,科学研究和技术服务业,工程技术人员,陕西省西安市雁塔区
725066955,广州白云国际机场股份有限公司,国有企业,交通运输、仓储和邮政业,其他专业技术人员,广东省广州市白云区
401706071,河北工业职业技术学院,高等教育单位,教育,教学人员,河北省石家庄市桥西区
704068740,江苏国泰新点软件有限公司,其他（含社会组织、国际组织等）,信息传输、软件和信息技术服务业,工程技术人员,江苏省张家港市
91110108735130113M,石化盈科信息技术有限责任公司,外商投资企业,信息传输、软件和信息技术服务业,工程技术人员,北京市东城区
91440300055103541K,万威电子（深圳）有限公司,外商投资企业,信息传输、软件和信息技术服务业,工程技术人员,广东省深圳市宝安区
751899977,晶晨半导体（上海）有限公司,外商投资企业,信息传输、软件和信息技术服务业,工程技术人员,上海市浦东新区
126100004352027796,陕西省标准化研究院,科研设计单位,电力、热力、燃气及水生产和供应业,科学研究人员,陕西省西安市市辖区
911101086976888791,北京奥科华威科技有限公司,其他企业（含民营企业等）,,办事人员和有关人员,110100
303949117,珠海宇信易诚科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他专业技术人员,山西省太原市小店区
91110105MA0017L990,北京新空气贸易有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,北京市朝阳区
91420111MA4KQJHT11,武汉卓创智科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,湖北省武汉市洪山区
91340500150523317H,安徽山鹰纸业股份有限公司,其他企业（含民营企业等）,制造业,工程技术人员,安徽省马鞍山市花山区
914403005956919384,深圳市柔宇科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,广东省深圳市南山区
550214599,盐城创科自动化系统有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他人员,江苏省射阳县
749182803,中国电信股份有限公司广东研究院,国有企业,批发和零售业,工程技术人员,广东省广州市天河区
12650000457605894F,新疆医科大学,高等教育单位,教育,教学人员,新疆乌鲁木齐市
556950829,深圳市易思博软件技术有限公司西安分公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,陕西省西安市雁塔区
400886090,北京市海淀区精华培训学校,其他企业（含民营企业等）,教育,教学人员,北京市海淀区
91110108556883339P,北京西南交大盛阳科技有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,北京市海淀区
260188521,福建顶点软件股份有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,福建省福州市台江区
714086950,中国移动通信集团江苏有限公司南京分公司,国有企业,信息传输、软件和信息技术服务业,工程技术人员,江苏省南京市建邺区
121000007343006510,中国民用航空西南地区空中交通管理局云南分局,其他事业单位,交通运输、仓储和邮政业,工程技术人员,云南省昆明市官渡区
91110108666912049A,福建福昕软件开发股份有限公司北京分公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,其他专业技术人员,北京市海淀区
220656183,西安卫星测控中心,部队,军队,军人,陕西省西安市新城区
710930720,中国平安财产保险股份有限公司,其他企业（含民营企业等）,金融业,工程技术人员,广东省深圳市罗湖区
598744257,唯品会（天津）电子商务有限公司,其他企业（含民营企业等）,交通运输、仓储和邮政业,其他人员,天津市武清区
068892850,北海市海燕房地产代理有限公司,其他企业（含民营企业等）,房地产业,其他人员,广西北海市银海区
91610132MA6U3FDX59,陕西哈曼流体技术有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,陕西省西安市
745391739,富迪科技（南京）有限公司,外商投资企业,科学研究和技术服务业,工程技术人员,江苏省南京市玄武区
586264790,浙江国自机器人技术有限公司,其他企业（含民营企业等）,信息传输、软件和信息技术服务业,工程技术人员,浙江省杭州市滨江区
